dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities,url
Chattanooga Whiskey,,,,"1439 Market Street, Chattanooga, Tennessee, 37402",35.037292,-85.307545,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/chattanooga-whiskey/
Cape May Distillery,,,,"371 NJ-47, Cape May Court House, New Jersey, 08210",39.055059,-74.901325,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cape-may-distillery/
Cincinnati Distilling,,,,"203 Mill Street, Milford, Ohio, 45150",39.172331,-84.29723,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cincinnati-distilling/
Cocke Mountain Moonshine Distillery,,,,"238 East Broadway Street, Newport, Tennessee, 37821",35.967041,-83.187658,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cocke-mountain-moonshine-distillery/
Buoncello,,,,"111 Wooster St, Bethel, Connecticut, 06801",41.382832,-73.417607,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/buoncello/
Caol Ila Distillery,,,,"Port Askaig, Isle of Islay, Scotland, PA44 7PZ",55.736254,-6.177067,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/caol-ila-distillery/
Chicken Hill Distillery,,,,"277 Fairview Rd, Kersey, Pennsylvania, 15846",41.361437,-78.590613,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/chicken-hill-distillery/
Christmas City Spirits,,,,"564 Main St #2, Bethlehem, Pennsylvania, 18018",40.62191,-75.381697,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/christmas-city-spirits/
BroVO Spirits,,,,"18808 142nd Ave NE, Woodinville, Washington, 98072",47.76427,-122.14935,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/brovo-spirits/
Caskwerks Distilling Co.,,,,"Tempe, Arizona",33.42551,-111.940005,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/caskwerks-distilling-co/
Company Distilling,,,,"1557 Thompson’s Station Rd W, Thompson’s Station, Tennessee, 37179",35.799867,-86.911323,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/company-distilling/
Century Farms Distillery,,,,"2304 Hwy Blvd, Spencer, Iowa, 51301",43.161889,-95.147157,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/century-farms-distillery/
Cooper’s Daughter Spirits at Olde York Farm,New York,NY: Hudson Valley Distillery Trail,Woman Owned,"284 NY-23, Claverack, New York, 12513",42.220408,-73.712182,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/coopers-daughter-spirits-at-olde-york-farm/
Cape Clear Island Distillery,,,,"Cape Clear Island, Knockannamaurnagh, Skibbereen, Co. Cork",51.450712,-9.483047,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cape-clear-island-distillery/
Charboneau Distillery,,,,"613 Jefferson St, Natchez, Mississippi, 39120",31.560307,-91.399224,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/charboneau-distillery/
Cook's Mill Whiskey,,,,"1920 Cooks Mill Rd, Mebane, North Carolina, 27302",36.120131,-79.287059,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cooks-mill-whiskey/
Coal Pick Distillery,,,,"1825 Log Creek Lane, Drakesboro, Kentucky, 42337",37.359663,-87.262256,,,,,,DSP-KY-20051,[''],https://www.distillerytrail.com/directory-distillery/listing/coal-pick-distillery/
Circumstance Distillery,,,,"Unit 2, Whitehall Trading Estate, Gerrish Ave, Redfield, Bristol, England, BS5 9DF",51.460779,-2.559629,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/circumstance-distillery/
Cape Fear Winery and Distillery,,,,"277 Bourbon Street, Elizabethtown, North Carolina, 28337",34.605119,-78.58894,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cape-fear-winery-and-distillery/
Cat's Eye Distillery,,,,"3232 Bear Tooth Ct, Bettendorf, Iowa, 52722",41.553628,-90.446167,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cats-eye-distillery/
Catoctin Creek Distilling Company,,,,"120 W Main Street, Purcellville, Virginia, 20132",39.136501,-77.715027,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/catoctin-creek-distilling-company/
Connecticut Valley Distillery (Permanently Closed),,,,"7 Industrial Drive, Ellington, Connecticut, 06029",41.920213,-72.454746,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/connecticut-valley-distillery/
Cart/Horse Distilling,,,,"12030 Edinboro Rd, Edinboro, Pennsylvania, 16412",41.908003,-80.125978,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cart-horse-distilling/
Cooperstown Beverage Trail,,,,"288 Goose St, Fly Creek, New York, 13337",42.723203,-74.97881,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cooperstown-beverage-trail/
Chapline Distillery,,,,"30790 Blanco Rd #301, Bulverde, Texas, 78163",29.750271,-98.512106,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/chapline-distillery/
Chemist Spirits,North Carolina,DISCUS,Woman Owned,"151 Coxe Ave., Ashville, North Carolina, 28801",35.588963,-82.555061,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/chemist-spirits/
Cleveland Whiskey,,,,"1768 E 25th St, Cleveland, Ohio, 44114",41.506046,-81.672077,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cleveland-whiskey/
Conneaut Cellars Winery & Distillery,,,,"12005 Conneaut Lake Rd, Conneaut Lake, Pennsylvania, 16316",41.601906,-80.297327,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/conneaut-cellars-winery-distillery/
Citrus Grove Distillers,,,,"1420 N Claremont Blvd #111A, Claremont, California, 91711",34.109687,-117.702353,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/citrus-grove-distillers/
Colorado Gold Distillery,,,,"4242 N Nevada Ave, Colorado Springs, Colorado, 80907",38.894143,-104.819143,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/colorado-gold-distillery/
Colwith Farm Distillery,,,,"Pelyn Cross, Lanlivery, Lostwithiel, England, PL22 0JG",0,0,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/colwith-farm-distillery/
Connacht Whiskey Company,,,,"Belleek, Ballina, Co. Mayo, F26 P932",54.121715,-9.144475,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/connacht-whiskey-company/
Buffalo Trace Distillery – London,,,,"32-33 Long Acre, London, England, WC2E 9LA UK",51.512662,-0.124852,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/buffalo-trace-distillery-london/
CEO Distilling,,,,"4211 E Elwood St, #3, Phoenix, Arizona, 85040",33.414272,-111.990535,,,,,"November 30, 2019",DSP-AZ-20042,,https://www.distillerytrail.com/directory-distillery/listing/ceo-distilling/
Call Family Distillers,,,,"1611 Industrial Dr, Wilkesboro, North Carolina, 28697",36.140945,-81.195892,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/call-family-distillers/
Copper Bottom Craft Distillery,,,,"998 N Beach St., Holly Hill, Florida, 32117",29.229037,-81.027558,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/copper-bottom-craft-distillery/
Carefree Spirits Distillery,,,,"6201 E Cave Creek Rd, Suite C, Cave Creek, Arizona, 85331",33.831838,-111.947359,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/carefree-spirits-distillery/
Connecticut Spirits Trail,Connecticut,Connecticut Spirits Trail,Trails,Connecticut,41.603221,-73.087749,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/connecticut-spirits-trail/
Club Caribe Rum Distillers,,,,"109 Calle José de Diego, Cidra, Puerto Rico, 00739",18.171839,-66.157711,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/club-caribe-rum-distillers/
Caledonia Spirits Distillery & Bar,,,,"116 Gin Lane, Montpelier, Vermont, 05602",44.250681,-72.564888,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/caledonia-spirits/
Brother Justus Whiskey Company,,,,"3300 5th St NE Suite B, Minneapolis, Minnesota, 55418",45.028966,-93.261101,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/brother-justus-whiskey/
Copper Run Distillery,,,,"1901 Day Road, Walnut Shade, Missouri, 65771",36.801262,-93.244476,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/copper-run-distillery/
Daufuskie Island Rum Company,,,,"641 Haig Point Road, Daufuskie Island, South Carolina, 29915",32.118854,-80.864449,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/daufuskie-island-rum-company/
Dragon Distillery,,,,"1341 Hughes Ford Road, Suite 108, Frederick, Maryland, 21701",39.416857,-77.382416,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dragon-distillery/
Cragganmore Distillery,,,,"Cragganmore Distillery, Ballindalloch, Scotland, AB37 9AB",57.411359,-3.35851,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cragganmore-distillery/
Distillery Krauss,,,,"Aigen 52 8543 St., Martin im Sulmtal, 8543",46.766745,15.281721,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/distillery-krauss/
Coulter & Payne Farm Distillery,,,,"Union, Missouri, 63084",38.450052,-91.008476,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/coulter-payne-farm-distillery/
Dread River Distilling Co.,,,,"2400 7th Ave S, Birmingham, Alabama, 35233",33.509016,-86.794334,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dread-river-distilling-co/
Distilled Spirits Council of Vermont,,,,"Burlington, Vermont, 5401",44.475883,-73.212072,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/distilled-spirits-council-of-vermont/
Dripping Springs Distilling,,,,"5330 Bell Springs Road, Dripping Springs, Texas, 78620-3634",30.206069,-98.119339,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dripping-springs-distilling/
Crittenden Distillery,,,,"19193 Highway 43, Kiln, Mississippi, 39556",30.445808,-89.464155,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/crittenden-distillery/
Corgi Spirits Distillery,,,,"1 Distillery Dr, Jersey City, New Jersey, 07304",40.708469,-74.064633,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/corgi-spirits-distillery/
Devil's Head Distillery,,,,"3296 S. Acoma St., Englewood, Colorado, 80110",39.656754,-104.988748,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/devils-head-distillery/
Devils Backbone Distilling,,,,"35 Mosbys Run, Roseland, Virginia, 22967",37.870784,-78.919649,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/devils-backbone-distilling/
Distilled Experiences,,,,"Tates Creek Rd., Lexington, Kentucky, 40502",38.008721,-84.495763,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/distilled-experiences/
DorWood Distillery,,,,"201 Industrial Way, Buellton, California, 93427",34.614581,-120.199654,,,,,,DSP-CA-20087,,https://www.distillerytrail.com/directory-distillery/listing/dorwood-distillery/
Craftsman Distilling Company,,,,"Louisville, Kentucky",38.252665,-85.758456,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/craftsman-distilling-company/
Corsair Distillery,,,,"601 Merritt Avenue, Nashville, Tennessee, 37203",36.139524,-86.769956,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/corsair-distillery-2/
Dead Lightning Distillery,,,,"311 Bridge St, New Cumberland, Pennsylvania, 17070",40.226935,-76.864605,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dead-lightning-distillery/
Devils Creek Distillery,,,,"123 Commerce Dr B8, Mammoth Lakes, California, 93546",37.641794,-118.950567,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/devils-creek-distillery/
Doundrins Distilling,,,,"300 Progress Dr, Suite E, Cottage Grove, Wisconsin, 53527",43.077512,-89.205927,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/doundrins-distilling/
Coppersea Distilling,,,,"239 Springtown Road, New Paltz, New York, 12561",41.778633,-74.08991,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/coppersea-distilling/
Dry Run Spirits Distillery,,,,"3576 Dry Run Rd, Franklin, West Virginia, 26807",38.569327,-79.323737,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dry-run-spirits-distillery/
Deep Roots Distillery USA,,,,"559 Main Street, Sturbridge, Massachusetts, 01518",42.115959,-72.113011,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/deep-roots-distillery-usa/
Crowded Barrel Whiskey Co.,,,,"16221 Crystal Hills Dr. Building D, Austin, Texas, 78737",30.145316,-97.966741,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/crowded-barrel-whiskey-co/
Distillery Cheval,,,,"1021 Pine Street, Paso Robles, California, 93446",35.625173,-120.689073,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/distillery-cheval/
Cotherman Distilling Company,,,,"1090 Pinehurst Road, Dunedin, Florida, 34698",28.01974,-82.771768,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cotherman-distilling-company/
Deviation Distilling,,,,"1821 Blake St #130, Denver, Colorado, 80202",39.753054,-104.9967,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/deviation-distilling/
Distillery 291,,,,"4242 N Nevada Ave, Colorado Springs, Colorado, 80907",38.894143,-104.819143,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/distillery-291/
Dancing Goat Distillery,,,,"909 Vineyard Drive, Cambridge, Wisconsin, 53523",43.018035,-89.029639,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dancing-goat-distillery/
Don Ciccio & Figli,,,,"1907 Fairview Ave NE, Washington, Washington D.C., 20002",38.913365,-76.988398,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/don-ciccio-figli/
Door County Distillery,,,,"5806 Wisconsin 42, Sturgeon Bay, Wisconsin, 54235",44.951661,-87.336769,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/door-county-distillery/
Distillery 64,,,,"800 E 8th St., Suite 113, New Albany, Indiana, 47150",38.293125,-85.817524,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/distillery-64/
Devine Sprits,,,,"6181B Old West Saanich Rd, Saanichton, British Columbia, V8M 1W8",48.552904,-123.430168,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/devine-sprits/
Dalton Distillery,,,,"251 Biltmore Avenue, Asheville, North Carolina, 28801",35.586249,-82.552189,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dalton-distillery-north-carolina/
Double Circle Spirits,,,,"Portland, Oregon, 97201",45.505106,-122.675026,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/double-circle-spirits/
Distillery of Defiance - Judgement Tree,,,,"125 Boone Country Lane, Defiance, Missouri, 63341",38.604317,-90.798441,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/distillery-of-defiance-judgement-tree/
County Seat Spirits,,,,"Allentown, Pennsylvania, 18102",40.608431,-75.490183,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/county-seat-spirits/
Crooked Tail Distilling (Permanently closed),,,,"106 East Washington Street, Princeton, Kentucky, 42445",37.107645,-87.882157,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/crooked-tail-distilling/
DikinDurt Distillery,,,,"115 Smith Rd, Herkimer, New York, 13350",43.058892,-74.9705,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dikindurt-distillery/
Dark Door Spirits,,,,"4410 W Crest Ave Unit C, Tampa, Florida, 33614",27.993516,-82.518668,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dark-door-spirits/
Diablo Distilleries,,,,"245 Jim Parker Rd, Jacksonville, North Carolina, 28546",34.819673,-77.382146,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/diablo-distilleries/
Cougar Red Distillery (Closed),,,,"1252 Orville Boyd Rd, Pullman, Washington, 99163",46.729777,-117.181738,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cougar-red-distillery/
Dallas Distilleries,,,,"803 Shepherd Drive, Garland, Texas, 75042",32.904818,-96.696691,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dallas-distilleries/
Crystal Creek Distillers,,,,"8235 Mike Wall Lane, Spicewood, Texas, 78669",30.47605,-98.156574,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/crystal-creek-distillers/
Copperwing Distillery,,,,"6409 Cambridge Street, St. Louis Park, Minnesota, 55426",44.932857,-93.361095,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/copperwing-distillery/
Covington Spirits,,,,"963 Hwy. 258 South, Snow Hill, North Carolina, 28580",35.427843,-77.662344,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/covington-spirits/
Denning's Point Distillery,,,,"10 N Chestnut St, Beacon, New York, 12508",41.505302,-73.969665,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dennings-point-distillery/
Desert Door Distillery,,,,"211 Darden Hill Rd, Driftwood, Texas, 78619",30.151326,-98.048232,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/desert-door-distillery/
Deep Ellum Distillery,,,,"2880 Clover St, Dallas, Texas, 75226",32.782601,-96.782553,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/deep-ellum-distillery/
Distillers Association of North Carolina,,,,"101 North Columbia Street, Chapel Hill, North Carolina, 27514",35.9132,-79.055845,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/north-carolina-distillers-association/
DR Distillery,,,,"126 Pennsylvania 173, Slippery Rock, Pennsylvania, 16057",41.063951,-80.056447,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dr-distillery/
CopperTop Tours,,,,"129 W John Rowan Blvd, Bardstown, Kentucky, 40004",37.826098,-85.466765,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/coppertop-tours/
Crooked Water Spirits,,,,"2604 Lyndale Avenue South, Minneapolis, Minnesota, 55408",44.955285,-93.288458,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/crooked-water-spirits/
Desert Diamond Distillery,,,,"4875 N Olympic Dr, Kingman, Arizona, 86401",35.259182,-113.950347,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/desert-diamond-distillery/
Dawsonville Moonshine Distillery,,,,"415 Hwy 53, Dawsonville, Georgia, 30534",0,0,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/dawsonville-moonshine-distillery/
Dogfish Head Distilling,,,,"6 Village Center Blvd, Milton, Delaware, 19968",38.770409,-75.31006,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dogfish-head-distilling/
Dry Diggings Distillery,,,,"5050 Robert J Mathews Pkwy, El Dorado Hills, California, 95762",38.622631,-121.059354,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/dry-diggings-distillery/
